number,cabinet,cabinet_party,cabinet_from,cabinet_to,person,from,to
46,Fraser Ministry,LIB-NCP Coalition ,20.12.1977,3.11.1980,"Street, the Hon. Anthony Austin",20.12.1977,3.11.1980
46,Fraser Ministry,LIB-NCP Coalition ,20.12.1977,3.11.1980,"Nixon, the Hon. Peter James",20.12.1977,3.11.1980
46,Fraser Ministry,LIB-NCP Coalition ,20.12.1977,3.11.1980,"Howard, the Hon. John Winston",20.12.1977,3.11.1980
46,Fraser Ministry,LIB-NCP Coalition ,20.12.1977,3.11.1980,"Carrick, Senator the Hon. John Leslie",20.12.1977,3.11.1980
46,Fraser Ministry,LIB-NCP Coalition ,20.12.1977,3.11.1980,"Peacock, the Hon. Andrew Sharp",20.12.1977,3.11.1980
46,Fraser Ministry,LIB-NCP Coalition ,20.12.1977,3.11.1980,"Killen, the Hon. Denis James",20.12.1977,3.11.1980
46,Fraser Ministry,LIB-NCP Coalition ,20.12.1977,3.11.1980,"Guilfoyle, Senator the Hon. Margaret Georgina Constance (later Dame Margaret, DBE)",20.12.1977,3.11.1980
46,Fraser Ministry,LIB-NCP Coalition ,20.12.1977,3.11.1980,"Robinson, the Hon. Eric Laidlaw",20.12.1977,3.11.1980
46,Fraser Ministry,LIB-NCP Coalition ,20.12.1977,3.11.1980,"Viner, the Hon. Robert Ian",20.12.1977,3.11.1980
46,Fraser Ministry,LIB-NCP Coalition ,20.12.1977,3.11.1980,"Durack, Senator the Hon. Peter Drew, QC",25.8.1978 ,3.11.1980
46,Fraser Ministry,LIB-NCP Coalition ,20.12.1977,3.11.1980,"Hunt, the Hon. Ralph James Dunnet",8.12.1979 ,3.11.1980
47,Fraser Ministry,LIB-NCP* Coalition ,3.11.1980,11.3.1983,"Fraser, the Rt Hon. John Malcolm, CH",3.11.1980,11.3.1983
47,Fraser Ministry,LIB-NCP* Coalition ,3.11.1980,11.3.1983,"Anthony, the Rt Hon. John Douglas, CH",3.11.1980,11.3.1983
47,Fraser Ministry,LIB-NCP* Coalition ,3.11.1980,11.3.1983,"Lynch, the Rt Hon. Sir Phillip Reginald, KCMG",3.11.1980,11.10.1982
47,Fraser Ministry,LIB-NCP* Coalition ,3.11.1980,11.3.1983,"Sinclair, the Rt Hon. Ian McCahon",3.11.1980,11.3.1983
47,Fraser Ministry,LIB-NCP* Coalition ,3.11.1980,11.3.1983,"Carrick, Senator the Hon. John Leslie","(later Sir John, KCMG)",11.3.1983
47,Fraser Ministry,LIB-NCP* Coalition ,3.11.1980,11.3.1983,"Street, the Hon. Anthony Austin",3.11.1980,11.3.1983
47,Fraser Ministry,LIB-NCP* Coalition ,3.11.1980,11.3.1983,"Nixon, the Hon. Peter James",3.11.1980,11.3.1983
47,Fraser Ministry,LIB-NCP* Coalition ,3.11.1980,11.3.1983,"Howard, the Hon. John Winston",3.11.1980,11.3.1983
47,Fraser Ministry,LIB-NCP* Coalition ,3.11.1980,11.3.1983,"Peacock, the Hon. Andrew Sharp",3.11.1980,16.4.1981
47,Fraser Ministry,LIB-NCP* Coalition ,3.11.1980,11.3.1983,"Peacock, the Hon. Andrew Sharp",11.10.1982,11.3.1983
47,Fraser Ministry,LIB-NCP* Coalition ,3.11.1980,11.3.1983,"Killen, the Hon. Denis James (later Sir James, KCMG)",3.11.1980,11.3.1983
47,Fraser Ministry,LIB-NCP* Coalition ,3.11.1980,11.3.1983,"Guilfoyle, Senator the Hon. Dame Margaret Georgina Constance, DBE",3.11.1980,11.3.1983
47,Fraser Ministry,LIB-NCP* Coalition ,3.11.1980,11.3.1983,"Viner, the Hon. Robert Ian",3.11.1980,7.5.1982
47,Fraser Ministry,LIB-NCP* Coalition ,3.11.1980,11.3.1983,"Durack, Senator the Hon. Peter Drew, QC",3.11.1980,11.3.1983
47,Fraser Ministry,LIB-NCP* Coalition ,3.11.1980,11.3.1983,"Chaney, Senator the Hon. Frederick Michael",3.11.1980,11.3.1983
47,Fraser Ministry,LIB-NCP* Coalition ,3.11.1980,11.3.1983,"Fife, the Hon. Wallace Clyde",16.4.1981,11.3.1983
47,Fraser Ministry,LIB-NCP* Coalition ,3.11.1980,11.3.1983,"Macphee, the Hon. Ian Malcolm",7.5.1982,11.3.1983
47,Fraser Ministry,LIB-NCP* Coalition ,3.11.1980,11.3.1983,"Baume, the Hon. Peter Erne",7.5.1982,11.3.1983
48,Hawke Ministry,ALP ,11.3.1983,13.12.1984,"Hawke, the Hon. Robert James Lee, AC",11.3.1983,13.12.1984
48,Hawke Ministry,ALP ,11.3.1983,13.12.1984,"Bowen, the Hon. Lionel Frost",11.3.1983,13.12.1984
48,Hawke Ministry,ALP ,11.3.1983,13.12.1984,"Button, Senator the Hon. John Norman",11.3.1983,13.12.1984
48,Hawke Ministry,ALP ,11.3.1983,13.12.1984,"Grimes, Senator the Hon. Donald James",11.3.1983,13.12.1984
48,Hawke Ministry,ALP ,11.3.1983,13.12.1984,"Willis, the Hon. Ralph",11.3.1983,13.12.1984
48,Hawke Ministry,ALP ,11.3.1983,13.12.1984,"Keating, the Hon. Paul John",11.3.1983,13.12.1984
48,Hawke Ministry,ALP ,11.3.1983,13.12.1984,"Young, the Hon. Michael Jerome",11.3.1983,14.7.1983
48,Hawke Ministry,ALP ,11.3.1983,13.12.1984,"Young, the Hon. Michael Jerome",21.1.1984,13.12.1984
48,Hawke Ministry,ALP ,11.3.1983,13.12.1984,"West, the Hon. Stewart John",11.3.1983,4.11.1983
48,Hawke Ministry,ALP ,11.3.1983,13.12.1984,"West, the Hon. Stewart John",3.4.1984,13.12.1984
48,Hawke Ministry,ALP ,11.3.1983,13.12.1984,"Walsh, Senator the Hon. Peter Alexander",11.3.1983,13.12.1984
48,Hawke Ministry,ALP ,11.3.1983,13.12.1984,"Hayden, the Hon. William George",11.3.1983,13.12.1984
48,Hawke Ministry,ALP ,11.3.1983,13.12.1984,"Ryan, Senator the Hon. Susan Maree",11.3.1983,13.12.1984
48,Hawke Ministry,ALP ,11.3.1983,13.12.1984,"Evans, Senator the Hon. Gareth John, QC",11.3.1983,13.12.1984
48,Hawke Ministry,ALP ,11.3.1983,13.12.1984,"Scholes, the Hon. Gordon Glen Denton",11.3.1983,13.12.1984
48,Hawke Ministry,ALP ,11.3.1983,13.12.1984,"Dawkins, the Hon. John Sydney",14.7.1983,13.12.1984
48,Hawke Ministry,ALP ,11.3.1983,13.12.1984,"Kerin, the Hon. John Charles",4.11.1983,13.12.1984
49,Hawke Ministry,ALP ,13.12.1984,24.7.1987,"Hawke, the Hon. Robert James Lee, AC",13.12.1984,24.7.1987
49,Hawke Ministry,ALP ,13.12.1984,24.7.1987,"Bowen, the Hon. Lionel Frost",13.12.1984,24.7.1987
49,Hawke Ministry,ALP ,13.12.1984,24.7.1987,"Button, Senator the Hon. John Norman",13.12.1984,24.7.1987
49,Hawke Ministry,ALP ,13.12.1984,24.7.1987,"Grimes, Senator the Hon. Donald James",13.12.1984,16.2.1987
49,Hawke Ministry,ALP ,13.12.1984,24.7.1987,"Willis, the Hon. Ralph",13.12.1984,24.7.1987
49,Hawke Ministry,ALP ,13.12.1984,24.7.1987,"Keating, the Hon. Paul John",13.12.1984,24.7.1987
49,Hawke Ministry,ALP ,13.12.1984,24.7.1987,"Young, the Hon. Michael Jerome",13.12.1984,24.7.1987
49,Hawke Ministry,ALP ,13.12.1984,24.7.1987,"Walsh, Senator the Hon. Peter Alexander",13.12.1984,24.7.1987
49,Hawke Ministry,ALP ,13.12.1984,24.7.1987,"Hayden, the Hon. William George",13.12.1984,24.7.1987
49,Hawke Ministry,ALP ,13.12.1984,24.7.1987,"Ryan, Senator the Hon. Susan Maree",13.12.1984,24.7.1987
49,Hawke Ministry,ALP ,13.12.1984,24.7.1987,"Evans, Senator the Hon. Gareth John, QC",13.12.1984,24.7.1987
49,Hawke Ministry,ALP ,13.12.1984,24.7.1987,"Dawkins, the Hon. John Sydney",13.12.1984,24.7.1987
49,Hawke Ministry,ALP ,13.12.1984,24.7.1987,"Kerin, the Hon. John Charles",13.12.1984,24.7.1987
49,Hawke Ministry,ALP ,13.12.1984,24.7.1987,"West, the Hon. Stewart John",13.12.1984,24.7.1987
49,Hawke Ministry,ALP ,13.12.1984,24.7.1987,"Beazley, the Hon. Kim Christian",13.12.1984,24.7.1987
49,Hawke Ministry,ALP ,13.12.1984,24.7.1987,"Hurford, the Hon. Christopher John",13.12.1984,24.7.1987
49,Hawke Ministry,ALP ,13.12.1984,24.7.1987,"Howe, the Hon. Brian Leslie",13.12.1984,24.7.1987
50,Hawke Ministry,ALP ,24.7.1987,4.4.1990,"Hawke, the Hon. Robert James Lee, AC",24.7.1987,4.4.1990
50,Hawke Ministry,ALP ,24.7.1987,4.4.1990,"Bowen, the Hon. Lionel Frost",24.7.1987,4.4.1990
50,Hawke Ministry,ALP ,24.7.1987,4.4.1990,"Button, Senator the Hon. John Norman",24.7.1987,4.4.1990
50,Hawke Ministry,ALP ,24.7.1987,4.4.1990,"Evans, Senator the Hon. Gareth John, QC",24.7.1987,4.4.1990
50,Hawke Ministry,ALP ,24.7.1987,4.4.1990,"Keating, the Hon. Paul John",24.7.1987,4.4.1990
50,Hawke Ministry,ALP ,24.7.1987,4.4.1990,"Young, the Hon. Michael Jerome",24.7.1987,12.2.1988
50,Hawke Ministry,ALP ,24.7.1987,4.4.1990,"Walsh, Senator the Hon. Peter Alexander",24.7.1987,4.4.1990
50,Hawke Ministry,ALP ,24.7.1987,4.4.1990,"Hayden, the Hon. William George",24.7.1987,17.8.1988
50,Hawke Ministry,ALP ,24.7.1987,4.4.1990,"Willis, the Hon. Ralph",24.7.1987,4.4.1990
50,Hawke Ministry,ALP ,24.7.1987,4.4.1990,"Dawkins, the Hon. John Sydney",24.7.1987,4.4.1990
50,Hawke Ministry,ALP ,24.7.1987,4.4.1990,"Beazley, the Hon. Kim Christian",24.7.1987,4.4.1990
50,Hawke Ministry,ALP ,24.7.1987,4.4.1990,"Kerin, the Hon. John Charles",24.7.1987,4.4.1990
50,Hawke Ministry,ALP ,24.7.1987,4.4.1990,"Howe, the Hon. Brian Leslie",24.7.1987,4.4.1990
50,Hawke Ministry,ALP ,24.7.1987,4.4.1990,"West, the Hon. Stewart John",24.7.1987,4.4.1990
50,Hawke Ministry,ALP ,24.7.1987,4.4.1990,"Brown, the Hon. John Joseph",24.7.1987,18.12.1987
50,Hawke Ministry,ALP ,24.7.1987,4.4.1990,"Blewett, the Hon. Dr Neal",24.7.1987,4.4.1990
50,Hawke Ministry,ALP ,24.7.1987,4.4.1990,"Ryan, Senator the Hon. Susan Maree",24.7.1987,19.1.1988
50,Hawke Ministry,ALP ,24.7.1987,4.4.1990,"Duffy, the Hon. Michael John",19.1.1988,4.4.1990
50,Hawke Ministry,ALP ,24.7.1987,4.4.1990,"Richardson, Senator the Hon. Graham Frederick",19.1.1988,4.4.1990
50,Hawke Ministry,ALP ,24.7.1987,4.4.1990,"Holding, the Hon. Allan Clyde",15.2.1988,2.9.1988
50,Hawke Ministry,ALP ,24.7.1987,4.4.1990,"Morris, the Hon. Peter Frederick",2.9.1988,4.4.1990
50,Hawke Ministry,ALP ,24.7.1987,4.4.1990,"Ray, Senator the Hon. Robert Francis",2.9.1988,4.4.1990
51,Hawke Ministry,ALP ,4.4.1990,20.12.1991,"Hawke, the Hon. Robert James Lee, AC",4.4.1990,20.12.1991
51,Hawke Ministry,ALP ,4.4.1990,20.12.1991,"Keating, the Hon. Paul John",4.4.1990,3.6.1991
51,Hawke Ministry,ALP ,4.4.1990,20.12.1991,"Button, Senator the Hon. John Norman",4.4.1990,20.12.1991
51,Hawke Ministry,ALP ,4.4.1990,20.12.1991,"Evans, Senator the Hon. Gareth John, QC",4.4.1990,20.12.1991
51,Hawke Ministry,ALP ,4.4.1990,20.12.1991,"Blewett, the Hon. Dr Neal",4.4.1990,20.12.1991
51,Hawke Ministry,ALP ,4.4.1990,20.12.1991,"Willis, the Hon. Ralph",4.4.1990,20.12.1991
51,Hawke Ministry,ALP ,4.4.1990,20.12.1991,"Duffy, the Hon. Michael John",4.4.1990,20.12.1991
51,Hawke Ministry,ALP ,4.4.1990,20.12.1991,"Dawkins, the Hon. John Sydney",4.4.1990,20.12.1991
51,Hawke Ministry,ALP ,4.4.1990,20.12.1991,"Beazley, the Hon. Kim Christian",4.4.1990,20.12.1991
51,Hawke Ministry,ALP ,4.4.1990,20.12.1991,"Kerin, the Hon. John Charles",4.4.1990,20.12.1991
51,Hawke Ministry,ALP ,4.4.1990,20.12.1991,"Howe, the Hon. Brian Leslie",4.4.1990,20.12.1991
51,Hawke Ministry,ALP ,4.4.1990,20.12.1991,"Richardson, Senator the Hon. Graham Frederick ",4.4.1990,20.12.1991
51,Hawke Ministry,ALP ,4.4.1990,20.12.1991,"Ray, Senator the Hon. Robert Francis ",4.4.1990,20.12.1991
51,Hawke Ministry,ALP ,4.4.1990,20.12.1991,"Hand, the Hon. Gerard Leslie",4.4.1990,20.12.1991
51,Hawke Ministry,ALP ,4.4.1990,20.12.1991,"Kelly, the Hon. Roslyn Joan",4.4.1990,20.12.1991
51,Hawke Ministry,ALP ,4.4.1990,20.12.1991,"Cook, Senator the Hon. Peter Francis Salmon",4.4.1990,20.12.1991
51,Hawke Ministry,ALP ,4.4.1990,20.12.1991,"Bolkus, Senator the Hon. Nick",4.4.1990,20.12.1991
51,Hawke Ministry,ALP ,4.4.1990,20.12.1991,"Crean, the Hon. Simon Findlay",4.6.1991,20.12.1991
52,Keating Ministry,ALP ,20.12.1991,24.3.1993,"Keating, the Hon. Paul John",20.12.1991,24.3.1993
52,Keating Ministry,ALP ,20.12.1991,24.3.1993,"Button, Senator the Hon. John Norman",20.12.1991,24.3.1993
52,Keating Ministry,ALP ,20.12.1991,24.3.1993,"Evans, Senator the Hon. Gareth John, QC",20.12.1991,24.3.1993
52,Keating Ministry,ALP ,20.12.1991,24.3.1993,"Blewett, the Hon. Dr Neal",20.12.1991,24.3.1993
52,Keating Ministry,ALP ,20.12.1991,24.3.1993,"Willis, the Hon. Ralph",20.12.1991,24.3.1993
52,Keating Ministry,ALP ,20.12.1991,24.3.1993,"Duffy, the Hon. Michael John",20.12.1991,24.3.1993
52,Keating Ministry,ALP ,20.12.1991,24.3.1993,"Dawkins, the Hon. John Sydney",20.12.1991,24.3.1993
52,Keating Ministry,ALP ,20.12.1991,24.3.1993,"Beazley, the Hon. Kim Christian",20.12.1991,24.3.1993
52,Keating Ministry,ALP ,20.12.1991,24.3.1993,"Kerin, the Hon. John Charles",20.12.1991,27.12.1991
52,Keating Ministry,ALP ,20.12.1991,24.3.1993,"Howe, the Hon. Brian Leslie",20.12.1991,24.3.1993
52,Keating Ministry,ALP ,20.12.1991,24.3.1993,"Richardson, Senator the Hon. Graham Frederick",20.12.1991,18.5.1992
52,Keating Ministry,ALP ,20.12.1991,24.3.1993,"Ray, Senator the Hon. Robert Francis ",20.12.1991,24.3.1993
52,Keating Ministry,ALP ,20.12.1991,24.3.1993,"Hand, the Hon. Gerard Leslie",20.12.1991,24.3.1993
52,Keating Ministry,ALP ,20.12.1991,24.3.1993,"Kelly, the Hon. Roslyn Joan",20.12.1991,24.3.1993
52,Keating Ministry,ALP ,20.12.1991,24.3.1993,"Cook, Senator the Hon. Peter Francis Salmon",20.12.1991,24.3.1993
52,Keating Ministry,ALP ,20.12.1991,24.3.1993,"Bolkus, Senator the Hon. Nick",20.12.1991,24.3.1993
52,Keating Ministry,ALP ,20.12.1991,24.3.1993,"Crean, the Hon. Simon Findlay",20.12.1991,24.3.1993
52,Keating Ministry,ALP ,20.12.1991,24.3.1993,"Griffiths, the Hon. Alan Gordon",27.12.1991,24.3.1993
52,Keating Ministry,ALP ,20.12.1991,24.3.1993,"Collins, Senator the Hon. Robert Lindsay",27.12.1991,24.3.1993
52,Keating Ministry,ALP ,20.12.1991,24.3.1993,"Humphreys, the Hon. Benjamin Charles",27.5.1992,24.3.1993
53,Keating Ministry,ALP ,24.3.1993,11.3.1996,"Keating, the Hon. Paul John",24.3.1993,11.3.1996
53,Keating Ministry,ALP ,24.3.1993,11.3.1996,"Howe, the Hon. Brian Leslie",24.3.1993,11.3.1996
53,Keating Ministry,ALP ,24.3.1993,11.3.1996,"Evans, Senator the Hon. Gareth John, QC",24.3.1993,11.3.1996
53,Keating Ministry,ALP ,24.3.1993,11.3.1996,"Ray, Senator the Hon. Robert Francis",24.3.1993,11.3.1996
53,Keating Ministry,ALP ,24.3.1993,11.3.1996,"Dawkins, the Hon. John Sydney",24.3.1993,23.12.1993
53,Keating Ministry,ALP ,24.3.1993,11.3.1996,"Willis, the Hon. Ralph",24.3.1993,11.3.1996
53,Keating Ministry,ALP ,24.3.1993,11.3.1996,"Beazley, the Hon. Kim Christian",24.3.1993,11.3.1996
53,Keating Ministry,ALP ,24.3.1993,11.3.1996,"Richardson, Senator the Hon. Graham Frederick",24.3.1993,25.3.1994
53,Keating Ministry,ALP ,24.3.1993,11.3.1996,"Kelly, the Hon. Roslyn Joan",24.3.1993,1.3.1994
53,Keating Ministry,ALP ,24.3.1993,11.3.1996,"Cook, Senator the Hon. Peter Francis Salmon",24.3.1993,11.3.1996
53,Keating Ministry,ALP ,24.3.1993,11.3.1996,"Bolkus, Senator the Hon. Nick",24.3.1993,11.3.1996
53,Keating Ministry,ALP ,24.3.1993,11.3.1996,"Crean, the Hon. Simon Findlay",24.3.1993,11.3.1996
53,Keating Ministry,ALP ,24.3.1993,11.3.1996,"Griffiths, the Hon. Alan Gordon",24.3.1993,23.1.1994
53,Keating Ministry,ALP ,24.3.1993,11.3.1996,"Collins, Senator the Hon. Robert Lindsay",24.3.1993,11.3.1996
53,Keating Ministry,ALP ,24.3.1993,11.3.1996,"Baldwin, the Hon. Peter Jeremy",24.3.1993,11.3.1996
53,Keating Ministry,ALP ,24.3.1993,11.3.1996,"McMullan, Senator the Hon. Robert Francis",24.3.1993,11.3.1996
53,Keating Ministry,ALP ,24.3.1993,11.3.1996,"Brereton, the Hon. Laurence John",24.3.1993,11.3.1996
53,Keating Ministry,ALP ,24.3.1993,11.3.1996,"Lee, the Hon. Michael John",24.3.1993,11.3.1996
53,Keating Ministry,ALP ,24.3.1993,11.3.1996,"Lavarch, the Hon. Michael Hugh",27.4.1993,11.3.1996
53,Keating Ministry,ALP ,24.3.1993,11.3.1996,"Faulkner, the Hon. John Philip",25.3.1994,11.3.1996
53,Keating Ministry,ALP ,24.3.1993,11.3.1996,"Lawrence, the Hon. Dr Carmen Mary",25.3.1994,11.3.1996
54,Howard Ministry,LIB-NPA Coalition ,11.3.1996,21.10.1998,"Howard, the Hon. John Winston",11.3.1996,21.10.1998
54,Howard Ministry,LIB-NPA Coalition ,11.3.1996,21.10.1998,"Fischer, the Hon. Timothy Andrew",11.3.1996,21.10.1998
54,Howard Ministry,LIB-NPA Coalition ,11.3.1996,21.10.1998,"Costello, the Hon. Peter Howard",11.3.1996,21.10.1998
54,Howard Ministry,LIB-NPA Coalition ,11.3.1996,21.10.1998,"Anderson, the Hon. John Duncan",11.3.1996,21.10.1998
54,Howard Ministry,LIB-NPA Coalition ,11.3.1996,21.10.1998,"Hill, Senator the Hon. Robert",11.3.1996,21.10.1998
54,Howard Ministry,LIB-NPA Coalition ,11.3.1996,21.10.1998,"Alston, Senator the Hon. Richard Kenneth Robert",11.3.1996,21.10.1998
54,Howard Ministry,LIB-NPA Coalition ,11.3.1996,21.10.1998,"Reith, the Hon. Peter Keaston",11.3.1996,21.10.1998
54,Howard Ministry,LIB-NPA Coalition ,11.3.1996,21.10.1998,"Newman, Senator the Hon. Jocelyn Margaret",11.3.1996,21.10.1998
54,Howard Ministry,LIB-NPA Coalition ,11.3.1996,21.10.1998,"Downer, the Hon. Alexander John Gosse",11.3.1996,21.10.1998
54,Howard Ministry,LIB-NPA Coalition ,11.3.1996,21.10.1998,"Moore, the Hon. John Colinton",11.3.1996,21.10.1998
54,Howard Ministry,LIB-NPA Coalition ,11.3.1996,21.10.1998,"McLachlan, the Hon. Ian Murray, AO",11.3.1996,21.10.1998
54,Howard Ministry,LIB-NPA Coalition ,11.3.1996,21.10.1998,"Sharp, the Hon. John Randall",11.3.1996,25.9.1997 
54,Howard Ministry,LIB-NPA Coalition ,11.3.1996,21.10.1998,"Wooldridge, the Hon. Michael Richard Lewis",11.3.1996,21.10.1998
54,Howard Ministry,LIB-NPA Coalition ,11.3.1996,21.10.1998,"Fahey, the Hon. John Joseph",11.3.1996,21.10.1998
54,Howard Ministry,LIB-NPA Coalition ,11.3.1996,21.10.1998,"Vanstone, Senator the Hon. Amanda Eloise",11.3.1996,9.10.1997
54,Howard Ministry,LIB-NPA Coalition ,11.3.1996,21.10.1998,"Kemp, the Hon. David Alistair",9.10.1997,21.10.1998
54,Howard Ministry,LIB-NPA Coalition ,11.3.1996,21.10.1998,"Vaile, the Hon. Mark Anthony James",9.10.1997,21.10.1998
54,Howard Ministry,LIB-NPA Coalition ,11.3.1996,21.10.1998,"Williams, the Hon. Daryl Robert, AM, QC",9.10.1997,21.10.1998
55,Howard Ministry,LIB-NPA Coalition ,21.10.1998,26.11.2001,"Howard, the Hon. John Winston",21.10.1998,26.11.2001
55,Howard Ministry,LIB-NPA Coalition ,21.10.1998,26.11.2001,"Fischer, the Hon. Timothy Andrew",21.10.1998,20.7.1999
55,Howard Ministry,LIB-NPA Coalition ,21.10.1998,26.11.2001,"Downer, the Hon. Alexander John Gosse",21.10.1998,26.11.2001
55,Howard Ministry,LIB-NPA Coalition ,21.10.1998,26.11.2001,"Costello, the Hon. Peter Howard",21.10.1998,26.11.2001
55,Howard Ministry,LIB-NPA Coalition ,21.10.1998,26.11.2001,"Anderson, the Hon. John Duncan",21.10.1998,26.11.2001
55,Howard Ministry,LIB-NPA Coalition ,21.10.1998,26.11.2001,"Hill, Senator the Hon. Robert",21.10.1998,26.11.2001
55,Howard Ministry,LIB-NPA Coalition ,21.10.1998,26.11.2001,"Alston, Senator the Hon. Richard Kenneth Robert",21.10.1998,26.11.2001
55,Howard Ministry,LIB-NPA Coalition ,21.10.1998,26.11.2001,"Reith, the Hon. Peter Keaston",21.10.1998,26.11.2001
55,Howard Ministry,LIB-NPA Coalition ,21.10.1998,26.11.2001,"Newman, Senator the Hon. Jocelyn Margaret",21.10.1998,30.1.2001
55,Howard Ministry,LIB-NPA Coalition ,21.10.1998,26.11.2001,"Moore, the Hon. John Colinton",21.10.1998,30.1.2001
55,Howard Ministry,LIB-NPA Coalition ,21.10.1998,26.11.2001,"Wooldridge, the Hon. Michael Richard Lewis",21.10.1998,26.11.2001
55,Howard Ministry,LIB-NPA Coalition ,21.10.1998,26.11.2001,"Fahey, the Hon. John Joseph",21.10.1998,26.11.2001
55,Howard Ministry,LIB-NPA Coalition ,21.10.1998,26.11.2001,"Kemp, the Hon. David Alistair",21.10.1998,26.11.2001
55,Howard Ministry,LIB-NPA Coalition ,21.10.1998,26.11.2001,"Minchin, Senator the Hon. Nicholas Hugh",21.10.1998,26.11.2001
55,Howard Ministry,LIB-NPA Coalition ,21.10.1998,26.11.2001,"Williams, the Hon. Daryl Robert, AM, QC",21.10.1998,26.11.2001
55,Howard Ministry,LIB-NPA Coalition ,21.10.1998,26.11.2001,"Vaile, the Hon. Mark Anthony James",21.10.1998,26.11.2001
55,Howard Ministry,LIB-NPA Coalition ,21.10.1998,26.11.2001,"Ruddock, the Hon. Philip Maxwell",21.10.1998,26.11.2001
55,Howard Ministry,LIB-NPA Coalition ,21.10.1998,26.11.2001,"Truss, the Hon. Warren Errol",20.7.1999,26.11.2001
55,Howard Ministry,LIB-NPA Coalition ,21.10.1998,26.11.2001,"Vanstone, Senator the Hon. Amanda Eloise",30.1.2001,26.11.2001
55,Howard Ministry,LIB-NPA Coalition ,21.10.1998,26.11.2001,"Abbott, the Hon. Anthony John",30.1.2001,26.11.2001
56,Howard Ministry,LIB-NPA* Coalition ,26.11.2001,26.10.2004,"Howard, the Hon. John Winston",26.11.2001,26.10.2004
56,Howard Ministry,LIB-NPA* Coalition ,26.11.2001,26.10.2004,"Anderson, the Hon. John Duncan",26.11.2001,26.10.2004
56,Howard Ministry,LIB-NPA* Coalition ,26.11.2001,26.10.2004,"Costello, the Hon. Peter Howard",26.11.2001,26.10.2004
56,Howard Ministry,LIB-NPA* Coalition ,26.11.2001,26.10.2004,"Vaile, the Hon. Mark Anthony James",26.11.2001,26.10.2004
56,Howard Ministry,LIB-NPA* Coalition ,26.11.2001,26.10.2004,"Hill, Senator the Hon. Robert",26.11.2001,26.10.2004
56,Howard Ministry,LIB-NPA* Coalition ,26.11.2001,26.10.2004,"Alston, Senator the Hon. Richard Kenneth Robert",26.11.2001,7.10.2003
56,Howard Ministry,LIB-NPA* Coalition ,26.11.2001,26.10.2004,"Downer, the Hon. Alexander John Gosse",26.11.2001,26.10.2004
56,Howard Ministry,LIB-NPA* Coalition ,26.11.2001,26.10.2004,"Abbott, the Hon. Anthony John",26.11.2001,26.10.2004
56,Howard Ministry,LIB-NPA* Coalition ,26.11.2001,26.10.2004,"Ruddock, the Hon. Philip Maxwell",26.11.2001,26.10.2004
56,Howard Ministry,LIB-NPA* Coalition ,26.11.2001,26.10.2004,"Kemp, the Hon. David Alistair",26.11.2001,18.7.2004
56,Howard Ministry,LIB-NPA* Coalition ,26.11.2001,26.10.2004,"Williams, the Hon. Daryl Robert, AM, QC",26.11.2001,18.7.2004
56,Howard Ministry,LIB-NPA* Coalition ,26.11.2001,26.10.2004,"Minchin, Senator the Hon. Nicholas Hugh",26.11.2001,26.10.2004
56,Howard Ministry,LIB-NPA* Coalition ,26.11.2001,26.10.2004,"Truss, the Hon. Warren Errol ",26.11.2001,26.10.2004
56,Howard Ministry,LIB-NPA* Coalition ,26.11.2001,26.10.2004,"Vanstone, Senator the Hon. Amanda Eloise",26.11.2001,26.10.2004
56,Howard Ministry,LIB-NPA* Coalition ,26.11.2001,26.10.2004,"Nelson, the Hon. Dr Brendan John",26.11.2001,26.10.2004
56,Howard Ministry,LIB-NPA* Coalition ,26.11.2001,26.10.2004,"Patterson, Senator the Hon. Kay Christine Lesley",26.11.2001,26.10.2004
56,Howard Ministry,LIB-NPA* Coalition ,26.11.2001,26.10.2004,"Macfarlane, the Hon. Ian Elgin",26.11.2001,26.10.2004
56,Howard Ministry,LIB-NPA* Coalition ,26.11.2001,26.10.2004,"Andrews, the Hon. Kevin James",7.10.2003,26.10.2004
56,Howard Ministry,LIB-NPA* Coalition ,26.11.2001,26.10.2004,"Coonan, Senator the Hon. Helen Lloyd",18.7.2004,26.10.2004
56,Howard Ministry,LIB-NPA* Coalition ,26.11.2001,26.10.2004,"Campbell, Senator the Hon. Ian Gordon",18.7.2004,26.10.2004
57,Howard Ministry,LIB-NP Coalition ,26.10.2004,3.12.2007,"Howard, the Hon. John Winston",26.10.2004,3.12.2007
57,Howard Ministry,LIB-NP Coalition ,26.10.2004,3.12.2007,"Anderson, the Hon. John Duncan",26.10.2004,6.7.2005
57,Howard Ministry,LIB-NP Coalition ,26.10.2004,3.12.2007,"Costello, the Hon. Peter Howard",26.10.2004,3.12.2007
57,Howard Ministry,LIB-NP Coalition ,26.10.2004,3.12.2007,"Vaile, the Hon. Mark Anthony James",26.10.2004,3.12.2007
57,Howard Ministry,LIB-NP Coalition ,26.10.2004,3.12.2007,"Hill, Senator the Hon. Robert",26.10.2004,20.1.2006
57,Howard Ministry,LIB-NP Coalition ,26.10.2004,3.12.2007,"Downer, the Hon. Alexander John Gosse",26.10.2004,3.12.2007
57,Howard Ministry,LIB-NP Coalition ,26.10.2004,3.12.2007,"Abbott, the Hon. Anthony John",26.10.2004,3.12.2007
